"Exchange","Symbol","Name","Sector","industry","MarketCap","MarketCapNum","MarketCap(B)","Summary Quote","Reporting Year","ISIN","Performance Band","Scope 1 (metric tonnes CO2e)","Scope 2 (metric tonnes CO2e)","TotalMetricTonnesCO2e","Co2eMarketCapRatio","Notes"
"NYSE","MMC","Marsh & McLennan Companies, Inc.","Finance","Specialty Insurers","$43B",43000000000.00,43.00,"http://www.nasdaq.com/symbol/mmc",2012,"US5717481023","B",126.69,99842.02,99968.71,2.32,"Response Status: AQ*"
"NYSE","MMC","Marsh & McLennan Companies, Inc.","Finance","Specialty Insurers","$43B",43000000000.00,43.00,"http://www.nasdaq.com/symbol/mmc",2013,"US5717481023","B",3429.21,97423.43,100852.64,2.34,"Response Status: AQ*"
"NYSE","MMM","3M Company","Health Care","Medical/Dental Instruments","$129.93B",129930000000.00,129.93,"http://www.nasdaq.com/symbol/mmm",2011,"US88579Y1010","C",4300000.00,1950000.00,6250000.00,48.10,"Response Status: AQ*"
"NYSE","MMM","3M Company","Health Care","Medical/Dental Instruments","$129.93B",129930000000.00,129.93,"http://www.nasdaq.com/symbol/mmm",2012,"US88579Y1010","C",4060000.00,2030000.00,6090000.00,46.87,"Response Status: AQ*"
"NYSE","MMM","3M Company","Health Care","Medical/Dental Instruments","$129.93B",129930000000.00,129.93,"http://www.nasdaq.com/symbol/mmm",2013,"US88579Y1010","D",4540000.00,2230000.00,6770000.00,52.10,"Response Status: AQ*"
"NYSE","MO","Altria Group","Consumer Non-Durables","Farming/Seeds/Milling","$124.8B",124800000000.00,124.80,"http://www.nasdaq.com/symbol/mo",2011,"US02209S1033","C",273437.00,251194.00,524631.00,4.20,"Response Status: AQ*; PB Estimated"
"NYSE","MO","Altria Group","Consumer Non-Durables","Farming/Seeds/Milling","$124.8B",124800000000.00,124.80,"http://www.nasdaq.com/symbol/mo",2012,"US02209S1033","C",279395.00,267808.00,547203.00,4.38,"Response Status: AQ*; PB Estimated"
"NYSE","MO","Altria Group","Consumer Non-Durables","Farming/Seeds/Milling","$124.8B",124800000000.00,124.80,"http://www.nasdaq.com/symbol/mo",2013,"US02209S1033","C",283926.00,236169.00,520095.00,4.16,"Response Status: AQ*; PB Estimated"
"NYSE","MON","Monsanto Company","Basic Industries","Agricultural Chemicals","$53.73B",53730000000.00,53.73,"http://www.nasdaq.com/symbol/mon",2011,"US61166W1018","B",1153800.00,661900.00,1815700.00,33.79,"Response Status: AQ*; PB Estimated"
"NYSE","MON","Monsanto Company","Basic Industries","Agricultural Chemicals","$53.73B",53730000000.00,53.73,"http://www.nasdaq.com/symbol/mon",2012,"US61166W1018","B",1389817.00,1144031.00,2533848.00,47.15,"Response Status: AQ*; PB Estimated"
"NYSE","MON","Monsanto Company","Basic Industries","Agricultural Chemicals","$53.73B",53730000000.00,53.73,"http://www.nasdaq.com/symbol/mon",2013,"US61166W1018","D",1610000.00,539000.00,2149000.00,39.99,"Response Status: AQ*"
"NYSE","MOS","Mosaic Company (The)","Basic Industries","Agricultural Chemicals","$7.65B",7650000000.00,7.65,"http://www.nasdaq.com/symbol/mos",2011,"US61945C1036","B",2579616.00,1589939.00,4169555.00,545.03,"Response Status: AQ*"
"NYSE","MRK","Merck & Company, Inc.","Health Care","Major Pharmaceuticals","$172.89B",172890000000.00,172.89,"http://www.nasdaq.com/symbol/mrk",2011,"US58933Y1055","B",1046881.00,1028780.00,2075661.00,12.00,"Response Status: AQ*"
"NYSE","MRK","Merck & Company, Inc.","Health Care","Major Pharmaceuticals","$172.89B",172890000000.00,172.89,"http://www.nasdaq.com/symbol/mrk",2012,"US58933Y1055","B",1135597.00,951450.00,2087047.00,12.07,"Response Status: AQ*"
"NYSE","MRK","Merck & Company, Inc.","Health Care","Major Pharmaceuticals","$172.89B",172890000000.00,172.89,"http://www.nasdaq.com/symbol/mrk",2013,"US58933Y1055","B",1053000.00,927000.00,1980000.00,11.45,"Response Status: AQ*"
"NYSE","MRO","Marathon Oil Corporation","Energy","Oil & Gas Production","$11.69B",11690000000.00,11.69,"http://www.nasdaq.com/symbol/mro",2011,"US5658491064","D",13885000.00,4924000.00,18809000.00,1608.98,"Response Status: AQ*; PB Estimated"
"NYSE","MRO","Marathon Oil Corporation","Energy","Oil & Gas Production","$11.69B",11690000000.00,11.69,"http://www.nasdaq.com/symbol/mro",2012,"US5658491064","D",2856000.00,903000.00,3759000.00,321.55,"Response Status: AQ*"
"NYSE","MS","Morgan Stanley","Finance","Investment Bankers/Brokers/Service","$88.71B",88710000000.00,88.71,"http://www.nasdaq.com/symbol/ms",2011,"US6174464486","A",14322.00,344751.00,359073.00,4.04,"Response Status: AQ*"
"NYSE","MS","Morgan Stanley","Finance","Investment Bankers/Brokers/Service","$88.71B",88710000000.00,88.71,"http://www.nasdaq.com/symbol/ms",2012,"US6174464486","B",14903.00,366830.00,381733.00,4.30,"Response Status: AQ*"
"NYSE","MS","Morgan Stanley","Finance","Investment Bankers/Brokers/Service","$88.71B",88710000000.00,88.71,"http://www.nasdaq.com/symbol/ms",2013,"US6174464486","A",13757.46,330746.62,344504.08,3.88,"Response Status: AQ*"
"NYSE","MSI","Motorola Solutions, Inc.","Technology","Radio And Television Broadcasting And Communications Equipment","$14.63B",14630000000.00,14.63,"http://www.nasdaq.com/symbol/msi",2011,"US6200763075","E",15793.85,263440.00,279233.85,19.08,"Response Status: AQ*"
"NYSE","NBL","Noble Energy Inc.","Energy","Oil & Gas Production","$13.21B",13210000000.00,13.21,"http://www.nasdaq.com/symbol/nbl",2012,"US6550441058","C",2045300.00,75800.00,2121100.00,160.56,"Response Status: AQ*"
"NYSE","NBL","Noble Energy Inc.","Energy","Oil & Gas Production","$13.21B",13210000000.00,13.21,"http://www.nasdaq.com/symbol/nbl",2013,"US6550441058","C",2078600.00,61630.00,2140230.00,162.01,"Response Status: AQ*"
"NYSE","NEM","Newmont Mining Corporation","Basic Industries","Precious Metals","$20.58B",20580000000.00,20.58,"http://www.nasdaq.com/symbol/nem",2011,"US6516391066","C",3048246.00,1645915.00,4694161.00,228.09,"Response Status: AQ*"
"NYSE","NEM","Newmont Mining Corporation","Basic Industries","Precious Metals","$20.58B",20580000000.00,20.58,"http://www.nasdaq.com/symbol/nem",2012,"US6516391066","C",4414205.63,1145553.10,5559758.73,270.15,"Response Status: AQ*"
"NYSE","NEM","Newmont Mining Corporation","Basic Industries","Precious Metals","$20.58B",20580000000.00,20.58,"http://www.nasdaq.com/symbol/nem",2013,"US6516391066","B",4016150.00,1182740.00,5198890.00,252.61,"Response Status: AQ*"
"NYSE","NKE","Nike, Inc.","Consumer Non-Durables","Shoe Manufacturing","$83.17B",83170000000.00,83.17,"http://www.nasdaq.com/symbol/nke",2011,"US6541061031","C",6900.00,65000.00,71900.00,0.86,"Response Status: AQ*; PB Estimated"
"NYSE","NKE","Nike, Inc.","Consumer Non-Durables","Shoe Manufacturing","$83.17B",83170000000.00,83.17,"http://www.nasdaq.com/symbol/nke",2012,"US6541061031","D",8000.00,76700.00,84700.00,1.01,"Response Status: AQ*; PB Estimated"
"NYSE","NOC","Northrop Grumman Corporation","Capital Goods","Industrial Machinery/Components","$51.6B",51600000000.00,51.60,"http://www.nasdaq.com/symbol/noc",2011,"US6668071029","C",323050.00,938599.69,1261649.69,24.45,"Response Status: AQ*"
"NYSE","NSC","Norfolk Souther Corporation","Transportation","Railroads","$37.94B",37940000000.00,37.94,"http://www.nasdaq.com/symbol/nsc",2011,"US6558441084","B",4958921.00,279250.00,5238171.00,138.06,"Response Status: AQ*"
"NYSE","NSC","Norfolk Souther Corporation","Transportation","Railroads","$37.94B",37940000000.00,37.94,"http://www.nasdaq.com/symbol/nsc",2012,"US6558441084","B",5127985.00,277067.00,5405052.00,142.46,"Response Status: AQ*"
"NYSE","NSC","Norfolk Souther Corporation","Transportation","Railroads","$37.94B",37940000000.00,37.94,"http://www.nasdaq.com/symbol/nsc",2013,"US6558441084","B",4925238.00,252854.00,5178092.00,136.48,"Response Status: AQ*"
"NYSE","ORCL","Oracle Corporation","Technology","Computer Software: Prepackaged Software","$202.87B",202870000000.00,202.87,"http://www.nasdaq.com/symbol/orcl",2011,"US68389X1054","E",15208.00,433523.00,448731.00,2.21,"Response Status: AQ*"
"NYSE","ORCL","Oracle Corporation","Technology","Computer Software: Prepackaged Software","$202.87B",202870000000.00,202.87,"http://www.nasdaq.com/symbol/orcl",2013,"US68389X1054","C",16481.00,440773.00,457254.00,2.25,"Response Status: AQ*"
"NYSE","OXY","Occidental Petroleum Corporation","Energy","Oil & Gas Production","$49.49B",49490000000.00,49.49,"http://www.nasdaq.com/symbol/oxy",2011,"US6745991058","C",11200000.00,6600000.00,17800000.00,359.66,"Response Status: AQ*"
"NYSE","OXY","Occidental Petroleum Corporation","Energy","Oil & Gas Production","$49.49B",49490000000.00,49.49,"http://www.nasdaq.com/symbol/oxy",2012,"US6745991058","D",12200000.00,6900000.00,19100000.00,385.93,"Response Status: AQ*"
"NYSE","OXY","Occidental Petroleum Corporation","Energy","Oil & Gas Production","$49.49B",49490000000.00,49.49,"http://www.nasdaq.com/symbol/oxy",2013,"US6745991058","E",14270000.00,5600000.00,19870000.00,401.49,"Response Status: AQ*"
"NYSE","PCG","Pacific Gas & Electric Co.","Public Utilities","Power Generation","$29.6B",29600000000.00,29.60,"http://www.nasdaq.com/symbol/pcg",2011,"US69331C1080","B",3218256.00,997983.00,4216239.00,142.44,"Response Status: AQ*"
"NYSE","PCG","Pacific Gas & Electric Co.","Public Utilities","Power Generation","$29.6B",29600000000.00,29.60,"http://www.nasdaq.com/symbol/pcg",2012,"US69331C1080","B",3618015.00,1138434.00,4756449.00,160.69,"Response Status: AQ*"
"NYSE","PEG","Public Service Enterprise Group Incorporated","Public Utilities","Power Generation","$24.61B",24610000000.00,24.61,"http://www.nasdaq.com/symbol/peg",2011,"US7445731067","C",22893828.00,1250417.00,24144245.00,981.07,"Response Status: AQ*"
"NYSE","PEP","Pepsico, Inc.","Consumer Non-Durables","Beverages (Production/Distribution)","$160.16B",160160000000.00,160.16,"http://www.nasdaq.com/symbol/pep",2011,"US7134481081","A",4006160.00,2042065.00,6048225.00,37.76,"Response Status: AQ*; PB Adjusted"
"NYSE","PEP","Pepsico, Inc.","Consumer Non-Durables","Beverages (Production/Distribution)","$160.16B",160160000000.00,160.16,"http://www.nasdaq.com/symbol/pep",2012,"US7134481081","B",3980007.00,2016774.00,5996781.00,37.44,"Response Status: AQ*; PB Estimated"
"NYSE","PEP","Pepsico, Inc.","Consumer Non-Durables","Beverages (Production/Distribution)","$160.16B",160160000000.00,160.16,"http://www.nasdaq.com/symbol/pep",2013,"US7134481081","B",3854784.00,1928490.00,5783274.00,36.10,"Response Status: AQ*; PB Estimated"
"NYSE","PFE","Pfizer, Inc.","Health Care","Major Pharmaceuticals","$216.13B",216130000000.00,216.13,"http://www.nasdaq.com/symbol/pfe",2011,"US7170811035","B",1459943.00,1247985.00,2707928.00,12.52,"Response Status: AQ*"
"NYSE","PFE","Pfizer, Inc.","Health Care","Major Pharmaceuticals","$216.13B",216130000000.00,216.13,"http://www.nasdaq.com/symbol/pfe",2012,"US7170811035","A",1402528.00,1256664.00,2659192.00,12.30,"Response Status: AQ*"
"NYSE","PFE","Pfizer, Inc.","Health Care","Major Pharmaceuticals","$216.13B",216130000000.00,216.13,"http://www.nasdaq.com/symbol/pfe",2013,"US7170811035","B",1217736.00,1155762.00,2373498.00,10.98,"Response Status: AQ*"
"NYSE","PG","Procter & Gamble Company (The)","Basic Industries","Package Goods/Cosmetics","$237.25B",237250000000.00,237.25,"http://www.nasdaq.com/symbol/pg",2011,"US7427181091","D",2795000.00,3109000.00,5904000.00,24.88,"Response Status: AQ*; PB Estimated"
"NYSE","PG","Procter & Gamble Company (The)","Basic Industries","Package Goods/Cosmetics","$237.25B",237250000000.00,237.25,"http://www.nasdaq.com/symbol/pg",2012,"US7427181091","D",2906000.00,2923299.00,5829299.00,24.57,"Response Status: AQ*"
"NYSE","PG","Procter & Gamble Company (The)","Basic Industries","Package Goods/Cosmetics","$237.25B",237250000000.00,237.25,"http://www.nasdaq.com/symbol/pg",2013,"US7427181091","D",2799000.00,3028000.00,5827000.00,24.56,"Response Status: AQ*; PB Estimated"
"NYSE","PM","Philip Morris International Inc","Consumer Non-Durables","Farming/Seeds/Milling","$177.05B",177050000000.00,177.05,"http://www.nasdaq.com/symbol/pm",2011,"US7181721090","B",355789.00,412984.00,768773.00,4.34,"Response Status: AQ*; PB Estimated"
"NYSE","PM","Philip Morris International Inc","Consumer Non-Durables","Farming/Seeds/Milling","$177.05B",177050000000.00,177.05,"http://www.nasdaq.com/symbol/pm",2012,"US7181721090","A",373641.00,400883.00,774524.00,4.37,"Response Status: AQ*; PB Estimated"
"NYSE","PM","Philip Morris International Inc","Consumer Non-Durables","Farming/Seeds/Milling","$177.05B",177050000000.00,177.05,"http://www.nasdaq.com/symbol/pm",2013,"US7181721090","B",441953.00,433892.00,875845.00,4.94,"Response Status: AQ*; PB Estimated"
"NYSE","PNC","PNC Financial Services Group, Inc. (The)","Finance","Major Banks","$64.09B",64090000000.00,64.09,"http://www.nasdaq.com/symbol/pnc",2011,"US6934751057","B",44700.00,324951.00,369651.00,5.76,"Response Status: AQ*"
"NYSE","PNC","PNC Financial Services Group, Inc. (The)","Finance","Major Banks","$64.09B",64090000000.00,64.09,"http://www.nasdaq.com/symbol/pnc",2012,"US6934751057","C",49257.00,380124.00,429381.00,6.69,"Response Status: AQ*"
"NYSE","PNC","PNC Financial Services Group, Inc. (The)","Finance","Major Banks","$64.09B",64090000000.00,64.09,"http://www.nasdaq.com/symbol/pnc",2013,"US6934751057","B",47606.00,398414.00,446020.00,6.95,"Response Status: AQ*"
"NYSE","PPG","PPG Industries, Inc.","Basic Industries","Paints/Coatings","$29.11B",29110000000.00,29.11,"http://www.nasdaq.com/symbol/ppg",2013,"US6935061076","D",4053000.00,1810000.00,5863000.00,201.40,"Response Status: AQ*"
"NYSE","PRU","Prudential Financial, Inc.","Finance","Life Insurance","$46.59B",46590000000.00,46.59,"http://www.nasdaq.com/symbol/pru",2011,"US7443201022","C",5836.00,78534.00,84370.00,1.81,"Response Status: AQ*; PB Estimated"
"NYSE","PRU","Prudential Financial, Inc.","Finance","Life Insurance","$46.59B",46590000000.00,46.59,"http://www.nasdaq.com/symbol/pru",2012,"US7443201022","C",6052.00,72323.00,78375.00,1.68,"Response Status: AQ*; PB Estimated"
"NYSE","PRU","Prudential Financial, Inc.","Finance","Life Insurance","$46.59B",46590000000.00,46.59,"http://www.nasdaq.com/symbol/pru",2013,"US7443201022","C",5090.00,70613.00,75703.00,1.62,"Response Status: AQ*"
"NYSE","PX","Praxair, Inc.","Basic Industries","Major Chemicals","$40.68B",40680000000.00,40.68,"http://www.nasdaq.com/symbol/px",2011,"US74005P1049","A",4350000.00,10700000.00,15050000.00,369.96,"Response Status: AQ*; PB Adjusted"
"NYSE","PX","Praxair, Inc.","Basic Industries","Major Chemicals","$40.68B",40680000000.00,40.68,"http://www.nasdaq.com/symbol/px",2012,"US74005P1049","A",5073000.00,10933000.00,16006000.00,393.46,"Response Status: AQ*; PB Adjusted"
"NYSE","PX","Praxair, Inc.","Basic Industries","Major Chemicals","$40.68B",40680000000.00,40.68,"http://www.nasdaq.com/symbol/px",2013,"US74005P1049","B",5355000.00,11329000.00,16684000.00,410.12,"Response Status: AQ*"
"NYSE","RTN","Raytheon Company","Capital Goods","Industrial Machinery/Components","$54.53B",54530000000.00,54.53,"http://www.nasdaq.com/symbol/rtn",2011,"US7551115071","C",98909.00,503967.00,602876.00,11.05,"Response Status: AQ*"
"NYSE","RTN","Raytheon Company","Capital Goods","Industrial Machinery/Components","$54.53B",54530000000.00,54.53,"http://www.nasdaq.com/symbol/rtn",2012,"US7551115071","B",95700.00,470505.00,566205.00,10.38,"Response Status: AQ*"
"NYSE","RTN","Raytheon Company","Capital Goods","Industrial Machinery/Components","$54.53B",54530000000.00,54.53,"http://www.nasdaq.com/symbol/rtn",2013,"US7551115071","A",101715.00,435872.00,537587.00,9.85,"Response Status: AQ*"
"NYSE","SLB","Schlumberger N.V.","Energy","Oilfield Services/Equipment","$93B",93000000000.00,93.00,"http://www.nasdaq.com/symbol/slb",2011,"AN8068571086","B",1610000.00,330000.00,1940000.00,20.86,"Response Status: AQ*"
"NYSE","SLB","Schlumberger N.V.","Energy","Oilfield Services/Equipment","$93B",93000000000.00,93.00,"http://www.nasdaq.com/symbol/slb",2012,"AN8068571086","C",1761333.00,341824.00,2103157.00,22.61,"Response Status: AQ*"
"NYSE","SLB","Schlumberger N.V.","Energy","Oilfield Services/Equipment","$93B",93000000000.00,93.00,"http://www.nasdaq.com/symbol/slb",2013,"AN8068571086","C",2200000.00,550000.00,2750000.00,29.56,"Response Status: AQ*"
"NYSE","SO","Southern Company (The)","Public Utilities","Electric Utilities: Central","$50.91B",50910000000.00,50.91,"http://www.nasdaq.com/symbol/so",2011,"US8425871071","D",132000000.00,,132000000.00,2592.81,"Response Status: AQ*"
"NYSE","SO","Southern Company (The)","Public Utilities","Electric Utilities: Central","$50.91B",50910000000.00,50.91,"http://www.nasdaq.com/symbol/so",2012,"US8425871071","D",121000000.00,,121000000.00,2376.74,"Response Status: AQ*; PB Estimated"
"NYSE","SPG","Simon Property Group, Inc.","Consumer Services","Real Estate Investment Trusts","$51.7B",51700000000.00,51.70,"http://www.nasdaq.com/symbol/spg",2011,"US8288061091","A",23432.00,582837.00,606269.00,11.72,"Response Status: AQ*; PB Adjusted"
"NYSE","SPG","Simon Property Group, Inc.","Consumer Services","Real Estate Investment Trusts","$51.7B",51700000000.00,51.70,"http://www.nasdaq.com/symbol/spg",2012,"US8288061091","B",22605.00,561403.00,584008.00,11.29,"Response Status: AQ*"
"NYSE","SPG","Simon Property Group, Inc.","Consumer Services","Real Estate Investment Trusts","$51.7B",51700000000.00,51.70,"http://www.nasdaq.com/symbol/spg",2013,"US8288061091","B",21854.00,496006.00,517860.00,10.01,"Response Status: AQ*"
"NYSE","STT","State Street Corporation","Finance","Major Banks","$37.12B",37120000000.00,37.12,"http://www.nasdaq.com/symbol/stt",2011,"US8574771031","B",5683.00,141071.00,146754.00,3.95,"Response Status: AQ*"
"NYSE","STT","State Street Corporation","Finance","Major Banks","$37.12B",37120000000.00,37.12,"http://www.nasdaq.com/symbol/stt",2012,"US8574771031","C",4890.00,139007.00,143897.00,3.87,"Response Status: AQ*"
"NYSE","STT","State Street Corporation","Finance","Major Banks","$37.12B",37120000000.00,37.12,"http://www.nasdaq.com/symbol/stt",2013,"US8574771031","C",10009.07,98756.00,108765.07,2.93,"Response Status: AQ*"
"NYSE","SYY","Sysco Corporation","Consumer Non-Durables","Food Distributors","$28.46B",28460000000.00,28.46,"http://www.nasdaq.com/symbol/syy",2013,"US8718291078","C",788200.00,336857.00,1125057.00,39.53,"Response Status: AQ*; PB Estimated"
"NYSE","T","AT&T Inc.","Public Utilities","Telecommunications Equipment","$219.2B",219200000000.00,219.20,"http://www.nasdaq.com/symbol/t",2011,"US00206R1023","C",1105251.00,7798222.00,8903473.00,40.61,"Response Status: AQ*"
"NYSE","T","AT&T Inc.","Public Utilities","Telecommunications Equipment","$219.2B",219200000000.00,219.20,"http://www.nasdaq.com/symbol/t",2012,"US00206R1023","B",1007201.00,8071070.00,9078271.00,41.41,"Response Status: AQ*"
"NYSE","T","AT&T Inc.","Public Utilities","Telecommunications Equipment","$219.2B",219200000000.00,219.20,"http://www.nasdaq.com/symbol/t",2013,"US00206R1023","B",948441.00,7894626.00,8843067.00,40.34,"Response Status: AQ*"
"NYSE","TGT","Target Corporation","Consumer Services","Department/Specialty Retail Stores","$33.24B",33240000000.00,33.24,"http://www.nasdaq.com/symbol/tgt",2011,"US87612E1064","C",414968.00,2714973.00,3129941.00,94.16,"Response Status: AQ*"
"NYSE","TGT","Target Corporation","Consumer Services","Department/Specialty Retail Stores","$33.24B",33240000000.00,33.24,"http://www.nasdaq.com/symbol/tgt",2012,"US87612E1064","B",476783.00,2598661.00,3075444.00,92.52,"Response Status: AQ*"
"NYSE","TGT","Target Corporation","Consumer Services","Department/Specialty Retail Stores","$33.24B",33240000000.00,33.24,"http://www.nasdaq.com/symbol/tgt",2013,"US87612E1064","B",527047.00,2489866.00,3016913.00,90.76,"Response Status: AQ*"
"NYSE","TJX","TJX Companies, Inc. (The)","Consumer Services","Clothing/Shoe/Accessory Stores","$45.86B",45860000000.00,45.86,"http://www.nasdaq.com/symbol/tjx",2011,"US8725401090","C",64250.00,698160.00,762410.00,16.62,"Response Status: AQ*"
"NYSE","TJX","TJX Companies, Inc. (The)","Consumer Services","Clothing/Shoe/Accessory Stores","$45.86B",45860000000.00,45.86,"http://www.nasdaq.com/symbol/tjx",2012,"US8725401090","B",58479.00,697280.00,755759.00,16.47,"Response Status: AQ*"
"NYSE","TJX","TJX Companies, Inc. (The)","Consumer Services","Clothing/Shoe/Accessory Stores","$45.86B",45860000000.00,45.86,"http://www.nasdaq.com/symbol/tjx",2013,"US8725401090","B",63084.00,686955.00,750039.00,16.35,"Response Status: AQ*"
"NYSE","TMO","Thermo Fisher Scientific Inc","Capital Goods","Industrial Machinery/Components","$77.01B",77010000000.00,77.01,"http://www.nasdaq.com/symbol/tmo",2012,"US8835561023","D",68804.00,308736.00,377540.00,4.90,"Response Status: AQ*"
"NYSE","TMO","Thermo Fisher Scientific Inc","Capital Goods","Industrial Machinery/Components","$77.01B",77010000000.00,77.01,"http://www.nasdaq.com/symbol/tmo",2013,"US8835561023","D",64863.00,297992.00,362855.00,4.71,"Response Status: AQ*"
"NYSE","TRV","The Travelers Companies, Inc.","Finance","Property-Casualty Insurers","$34.95B",34950000000.00,34.95,"http://www.nasdaq.com/symbol/trv",2011,"US89417E1091","D",37084.00,51388.00,88472.00,2.53,"Response Status: AQ*"
"NYSE","TRV","The Travelers Companies, Inc.","Finance","Property-Casualty Insurers","$34.95B",34950000000.00,34.95,"http://www.nasdaq.com/symbol/trv",2012,"US89417E1091","C",36254.00,42222.00,78476.00,2.24,"Response Status: AQ*"
"NYSE","TRV","The Travelers Companies, Inc.","Finance","Property-Casualty Insurers","$34.95B",34950000000.00,34.95,"http://www.nasdaq.com/symbol/trv",2013,"US89417E1091","C",35633.00,48175.00,83808.00,2.39,"Response Status: AQ*"
"NYSE","TWX","Time Warner Inc.","Consumer Services","Television Services","$78.51B",78510000000.00,78.51,"http://www.nasdaq.com/symbol/twx",2011,"US8873173038","A",24767.00,235851.00,260618.00,3.31,"Response Status: AQ*; PB Estimated"
"NYSE","TWX","Time Warner Inc.","Consumer Services","Television Services","$78.51B",78510000000.00,78.51,"http://www.nasdaq.com/symbol/twx",2012,"US8873173038","A",24635.00,209154.00,233789.00,2.97,"Response Status: AQ*; PB Estimated"
"NYSE","TWX","Time Warner Inc.","Consumer Services","Television Services","$78.51B",78510000000.00,78.51,"http://www.nasdaq.com/symbol/twx",2013,"US8873173038","A",23777.00,194010.00,217787.00,2.77,"Response Status: AQ*; PB Estimated"
"NYSE","UNH","UnitedHealth Group Incorporated","Health Care","Medical Specialities","$186.14B",186140000000.00,186.14,"http://www.nasdaq.com/symbol/unh",2012,"US91324P1021","D",10155.00,112156.00,122311.00,0.65,"Response Status: AQ*"
"NYSE","UNH","UnitedHealth Group Incorporated","Health Care","Medical Specialities","$186.14B",186140000000.00,186.14,"http://www.nasdaq.com/symbol/unh",2013,"US91324P1021","B",8693.78,104200.46,112894.24,0.60,"Response Status: AQ*"
"NYSE","UNP","Union Pacific Corporation","Transportation","Railroads","$89.87B",89870000000.00,89.87,"http://www.nasdaq.com/symbol/unp",2011,"US9078181081","D",11207344.00,352660.00,11560004.00,128.63,"Response Status: AQ*"
"NYSE","UNP","Union Pacific Corporation","Transportation","Railroads","$89.87B",89870000000.00,89.87,"http://www.nasdaq.com/symbol/unp",2012,"US9078181081","B",11854279.00,410738.00,12265017.00,136.47,"Response Status: AQ*"
"NYSE","UNP","Union Pacific Corporation","Transportation","Railroads","$89.87B",89870000000.00,89.87,"http://www.nasdaq.com/symbol/unp",2013,"US9078181081","B",11595509.00,407176.00,12002685.00,133.55,"Response Status: AQ*"
"NYSE","UPS","United Parcel Service, Inc.","Transportation","Trucking Freight/Courier Services","$102.5B",102500000000.00,102.50,"http://www.nasdaq.com/symbol/ups",2011,"US9113121068","A",11712803.00,917695.00,12630498.00,123.22,"Response Status: AQ*; PB Adjusted"
"NYSE","UPS","United Parcel Service, Inc.","Transportation","Trucking Freight/Courier Services","$102.5B",102500000000.00,102.50,"http://www.nasdaq.com/symbol/ups",2012,"US9113121068","B",11980892.00,891430.00,12872322.00,125.58,"Response Status: AQ*"
"NYSE","UPS","United Parcel Service, Inc.","Transportation","Trucking Freight/Courier Services","$102.5B",102500000000.00,102.50,"http://www.nasdaq.com/symbol/ups",2013,"US9113121068","A",11715635.00,823212.00,12538847.00,122.33,"Response Status: AQ*; PB Adjusted"
"NYSE","USB","U.S. Bancorp","Finance","Major Banks","$90.55B",90550000000.00,90.55,"http://www.nasdaq.com/symbol/usb",2011,"US9029733048","C",40445.00,370934.00,411379.00,4.54,"Response Status: AQ*"
"NYSE","USB","U.S. Bancorp","Finance","Major Banks","$90.55B",90550000000.00,90.55,"http://www.nasdaq.com/symbol/usb",2012,"US9029733048","C",45725.00,385661.00,431386.00,4.76,"Response Status: AQ*"
"NYSE","USB","U.S. Bancorp","Finance","Major Banks","$90.55B",90550000000.00,90.55,"http://www.nasdaq.com/symbol/usb",2013,"US9029733048","C",38055.00,370672.00,408727.00,4.51,"Response Status: AQ*"
"NYSE","UTX","United Technologies Corporation","Capital Goods","Aerospace","$94.8B",94800000000.00,94.80,"http://www.nasdaq.com/symbol/utx",2011,"US9130171096","D",946075.00,968302.00,1914377.00,20.19,"Response Status: AQ*"
"NYSE","UTX","United Technologies Corporation","Capital Goods","Aerospace","$94.8B",94800000000.00,94.80,"http://www.nasdaq.com/symbol/utx",2012,"US9130171096","C",856354.00,915866.00,1772220.00,18.69,"Response Status: AQ*"
"NYSE","UTX","United Technologies Corporation","Capital Goods","Aerospace","$94.8B",94800000000.00,94.80,"http://www.nasdaq.com/symbol/utx",2013,"US9130171096","B",801694.00,880896.00,1682590.00,17.74,"Response Status: AQ*"
"NYSE","V","Visa Inc.","Miscellaneous","Business Services","$248.48B",248480000000.00,248.48,"http://www.nasdaq.com/symbol/v",2013,"US92826C8394","D",8151.00,68313.00,76464.00,0.30,"Response Status: AQ*"
"NYSE","VTR","Ventas, Inc.","Consumer Services","Real Estate Investment Trusts","$22.57B",22570000000.00,22.57,"http://www.nasdaq.com/symbol/vtr",2013,"US92276F1003","C",43381.00,314379.00,357760.00,15.85,"Response Status: AQ*"
"NYSE","VZ","Verizon Communications Inc.","Public Utilities","Telecommunications Equipment","$195.24B",195240000000.00,195.24,"http://www.nasdaq.com/symbol/vz",2011,"US92343V1044","C",567297.00,5495301.00,6062598.00,31.05,"Response Status: AQ*"
"NYSE","VZ","Verizon Communications Inc.","Public Utilities","Telecommunications Equipment","$195.24B",195240000000.00,195.24,"http://www.nasdaq.com/symbol/vz",2012,"US92343V1044","B",533459.79,5216554.69,5750014.48,29.45,"Response Status: AQ*"
"NYSE","VZ","Verizon Communications Inc.","Public Utilities","Telecommunications Equipment","$195.24B",195240000000.00,195.24,"http://www.nasdaq.com/symbol/vz",2013,"US92343V1044","B",512899.04,5334874.05,5847773.09,29.95,"Response Status: AQ*"
"NYSE","WFC","Wells Fargo & Company","Finance","Major Banks","$266.51B",266510000000.00,266.51,"http://www.nasdaq.com/symbol/wfc",2011,"US9497461015","A",116858.00,1485930.00,1602788.00,6.01,"Response Status: AQ*; PB Adjusted"
